source_row_id,canonical_product_id,canonical_product,exact_variant_id,exact_sku,exact_strength,exact_presentation,planned_price_cents,currency,truth_state,website_action,public_visibility,checkout_eligible,candidate_disposition,blocker_codes
45,PEX-018,Kisspeptin-10 Research Material,R360-KISSPEPTIN10-10MG-VIAL,R360-KISSPEPTIN10-10MG-VIAL,10 mg,Vial,7900,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_pending|cold_chain_review_pending|documentation_coa_lot_identity_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|presentation_supplier_confirmation_pending|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|unresolved_dispute_confirmation
46,PEX-019,L-Carnitine Research Material,R360-LCARNITINE-600MG-VIAL,R360-LCARNITINE-600MG-VIAL,600 mg,Vial,10000,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_pending|cold_chain_review_pending|documentation_coa_lot_identity_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|presentation_supplier_confirmation_pending|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|unresolved_dispute_confirmation
47,PEX-020,LIPO-C Research Material,R360-LIPOC-100MG-VIAL,R360-LIPOC-100MG-VIAL,100 mg,Vial,14000,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_pending|cold_chain_review_pending|documentation_coa_lot_identity_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|presentation_supplier_confirmation_pending|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|unresolved_dispute_confirmation
48,PEX-021,Melanotan I Research Material,R360-MELANOTAN1-10MG-VIAL,R360-MELANOTAN1-10MG-VIAL,10 mg,Vial,12500,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_pending|cold_chain_review_pending|documentation_coa_lot_identity_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|presentation_supplier_confirmation_pending|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|unresolved_dispute_confirmation
49,PEX-022,Melanotan II Research Material,R360-MELANOTAN2-10MG-VIAL,R360-MELANOTAN2-10MG-VIAL,10 mg,Vial,4900,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_pending|cold_chain_review_pending|documentation_coa_lot_identity_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|presentation_supplier_confirmation_pending|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|unresolved_dispute_confirmation
50,PEX-023,Sermorelin Research Material,R360-SERMORELIN-10MG-VIAL,R360-SERMORELIN-10MG-VIAL,10 mg,Vial,16500,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_pending|cold_chain_review_pending|documentation_coa_lot_identity_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|presentation_supplier_confirmation_pending|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|unresolved_dispute_confirmation
51,PEX-024,Thymalin Research Material,R360-THYMALIN-10MG-VIAL,R360-THYMALIN-10MG-VIAL,10 mg,Vial,12500,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_pending|cold_chain_review_pending|documentation_coa_lot_identity_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|presentation_supplier_confirmation_pending|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|unresolved_dispute_confirmation
52,PEX-025,VIP Research Material,R360-VIP-10MG-VIAL,R360-VIP-10MG-VIAL,10 mg,Vial,14500,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_pending|cold_chain_review_pending|documentation_coa_lot_identity_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|presentation_supplier_confirmation_pending|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|unresolved_dispute_confirmation
53,PEX-026,Semax + Selank Research Blend,R360-SEMAX_SELANK-10MG-VIAL,R360-SEMAX_SELANK-10MG-VIAL,10 mg,Vial,16500,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_pending|cold_chain_review_pending|documentation_coa_lot_identity_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|presentation_supplier_confirmation_pending|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|unresolved_dispute_confirmation
54,PEX-027,Tesamorelin + Ipamorelin Research Blend,R360-TESAMORELIN_IPAMORELIN-15MG-VIAL,R360-TESAMORELIN_IPAMORELIN-15MG-VIAL,15 mg,Vial,19000,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_pending|cold_chain_review_pending|documentation_coa_lot_identity_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|presentation_supplier_confirmation_pending|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|unresolved_dispute_confirmation
55,PRH-001,Semaglutide,R360-SEMAGLUTIDE-10MG-VIAL,R360-SEMAGLUTIDE-10MG-VIAL,10 mg,Vial,9900,USD,unavailable,UNAVAILABLE,Hidden or unavailable,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|research_offer_unavailable|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
56,PRH-001,Semaglutide,R360-SEMAGLUTIDE-15MG-VIAL,R360-SEMAGLUTIDE-15MG-VIAL,15 mg,Vial,,USD,unavailable,UNAVAILABLE,Hidden or unavailable,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|planned_price_missing|purity_test_unverified|research_offer_unavailable|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
57,PRH-001,Semaglutide,R360-SEMAGLUTIDE-20MG-VIAL,R360-SEMAGLUTIDE-20MG-VIAL,20 mg,Vial,,USD,unavailable,UNAVAILABLE,Hidden or unavailable,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|planned_price_missing|purity_test_unverified|research_offer_unavailable|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
58,PRH-001,Semaglutide,R360-SEMAGLUTIDE-30MG-VIAL,R360-SEMAGLUTIDE-30MG-VIAL,30 mg,Vial,,USD,unavailable,UNAVAILABLE,Hidden or unavailable,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|planned_price_missing|purity_test_unverified|research_offer_unavailable|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
59,PRH-001,Semaglutide,R360-SEMAGLUTIDE-50MG-VIAL,R360-SEMAGLUTIDE-50MG-VIAL,50 mg,Vial,,USD,unavailable,UNAVAILABLE,Hidden or unavailable,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|planned_price_missing|purity_test_unverified|research_offer_unavailable|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
60,PRH-002,Tirzepatide,R360-TIRZEPATIDE-10MG-VIAL,R360-TIRZEPATIDE-10MG-VIAL,10 mg,Vial,11900,USD,unavailable,UNAVAILABLE,Hidden or unavailable,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|research_offer_unavailable|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
61,PRH-002,Tirzepatide,R360-TIRZEPATIDE-20MG-VIAL,R360-TIRZEPATIDE-20MG-VIAL,20 mg,Vial,,USD,unavailable,UNAVAILABLE,Hidden or unavailable,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|planned_price_missing|purity_test_unverified|research_offer_unavailable|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
62,PRH-002,Tirzepatide,R360-TIRZEPATIDE-30MG-VIAL,R360-TIRZEPATIDE-30MG-VIAL,30 mg,Vial,9900,USD,unavailable,UNAVAILABLE,Hidden or unavailable,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|research_offer_unavailable|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
63,PRH-002,Tirzepatide,R360-TIRZEPATIDE-60MG-VIAL,R360-TIRZEPATIDE-60MG-VIAL,60 mg,Vial,,USD,unavailable,UNAVAILABLE,Hidden or unavailable,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|planned_price_missing|purity_test_unverified|research_offer_unavailable|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
64,PRH-002,Tirzepatide,R360-TIRZEPATIDE-100MG-VIAL,R360-TIRZEPATIDE-100MG-VIAL,100 mg,Vial,,USD,unavailable,UNAVAILABLE,Hidden or unavailable,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|planned_price_missing|purity_test_unverified|research_offer_unavailable|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
65,PRH-002,Tirzepatide,R360-TIRZEPATIDE-120MG-VIAL,R360-TIRZEPATIDE-120MG-VIAL,120 mg,Vial,,USD,unavailable,UNAVAILABLE,Hidden or unavailable,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|planned_price_missing|purity_test_unverified|research_offer_unavailable|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
66,PRH-003,Retatrutide,R360-RETATRUTIDE-10MG-VIAL,R360-RETATRUTIDE-10MG-VIAL,10 mg,Vial,8900,USD,unavailable,UNAVAILABLE,Hidden or unavailable,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|research_offer_unavailable|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
67,PRH-003,Retatrutide,R360-RETATRUTIDE-15MG-VIAL,R360-RETATRUTIDE-15MG-VIAL,15 mg,Vial,11900,USD,unavailable,UNAVAILABLE,Hidden or unavailable,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|research_offer_unavailable|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
68,PRH-003,Retatrutide,R360-RETATRUTIDE-20MG-VIAL,R360-RETATRUTIDE-20MG-VIAL,20 mg,Vial,,USD,unavailable,UNAVAILABLE,Hidden or unavailable,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|planned_price_missing|purity_test_unverified|research_offer_unavailable|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
69,PRH-003,Retatrutide,R360-RETATRUTIDE-30MG-VIAL,R360-RETATRUTIDE-30MG-VIAL,30 mg,Vial,14900,USD,unavailable,UNAVAILABLE,Hidden or unavailable,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|research_offer_unavailable|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
70,PRH-003,Retatrutide,R360-RETATRUTIDE-50MG-VIAL,R360-RETATRUTIDE-50MG-VIAL,50 mg,Vial,,USD,unavailable,UNAVAILABLE,Hidden or unavailable,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|planned_price_missing|purity_test_unverified|research_offer_unavailable|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
71,PEP-COMP-001,ARA-290 Research Material,R360-ARA290-10MG-VIAL,R360-ARA290-10MG-VIAL,10 mg,Vial,14000,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
72,SUP-COMP-001,Bacteriostatic Water - Laboratory Supply,R360-BACWATER-3ML,R360-BACWATER-3ML,Sterile solution,Sterile solution,3000,USD,pending_documentation,HELD_PENDING_GATES,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
73,SUP-COMP-002,Bacteriostatic Water - Laboratory Supply,R360-BACWATER-10ML,R360-BACWATER-10ML,Sterile solution,Sterile solution,4500,USD,pending_documentation,HELD_PENDING_GATES,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
74,SUP-COMP-003,Bacteriostatic Water - Laboratory Supply,R360-BACWATER-30ML,R360-BACWATER-30ML,Sterile solution,Sterile solution,6500,USD,pending_documentation,HELD_PENDING_GATES,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_documents_pending|supplier_product_control_review_pending|unresolved_dispute_confirmation
75,RAW-001,BPC-157,RAW-001,RAW-001,5 mg,Vial / source presentation,7900,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_documentation_pending|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_review_pending|unresolved_dispute_confirmation
76,RAW-002,Cagrilintide,RAW-002,RAW-002,10 mg,Vial / source presentation,18900,USD,held,HELD_PENDING_GATES,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_documentation_pending|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_review_pending|unresolved_dispute_confirmation
77,RAW-003,DSIP,RAW-003,RAW-003,10 mg,Vial / source presentation,7900,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_documentation_pending|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_review_pending|unresolved_dispute_confirmation
78,RAW-004,GHK-Cu,RAW-004,RAW-004,50 mg,Vial / source presentation,7900,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_documentation_pending|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_review_pending|unresolved_dispute_confirmation
79,RAW-005,Hexarelin,RAW-005,RAW-005,10 mg,Vial / source presentation,8900,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_documentation_pending|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_review_pending|unresolved_dispute_confirmation
80,RAW-006,Kisspeptin,RAW-006,RAW-006,10 mg,Vial / source presentation,7900,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_documentation_pending|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_review_pending|unresolved_dispute_confirmation
81,RAW-007,L-Glutathione,RAW-007,RAW-007,500 mg,Vial / source presentation,8900,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_documentation_pending|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_review_pending|unresolved_dispute_confirmation
82,RAW-008,Oxytocin,RAW-008,RAW-008,5 mg,Vial / source presentation,8900,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_documentation_pending|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_review_pending|unresolved_dispute_confirmation
83,RAW-009,Semaglutide,RAW-009,RAW-009,5 mg,Vial / source presentation,8900,USD,care_only,UNAVAILABLE,Hidden or unavailable,false,hidden_draft_review_only,care_pathway_only|checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_documentation_pending|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|research_offer_unavailable|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_review_pending|unresolved_dispute_confirmation
84,RAW-010,Sermorelin,RAW-010,RAW-010,5 mg,Vial / source presentation,5900,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_documentation_pending|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_review_pending|unresolved_dispute_confirmation
85,RAW-011,Thymosin Alpha 1,RAW-011,RAW-011,10 mg,Vial / source presentation,10900,USD,request_access,REQUEST_ACCESS,Member/gated request access or held,false,hidden_draft_review_only,checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_documentation_pending|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_review_pending|unresolved_dispute_confirmation
86,RAW-012,Tirzepatide,RAW-012,RAW-012,15 mg,Vial / source presentation,8900,USD,care_only,UNAVAILABLE,Hidden or unavailable,false,hidden_draft_review_only,care_pathway_only|checkout_source_no|coa_supplier_confirmation_pending|cold_chain_review_pending|endotoxin_status_unverified|exact_product_image_pending|expiration_unconfirmed|fulfillment_unconfirmed|identity_documentation_pending|identity_test_unverified|inventory_unconfirmed|lot_missing|price_approval_pending|purity_test_unverified|research_offer_unavailable|shipping_requirements_pending|sterility_status_unverified|supplier_fill_required|supplier_product_control_review_pending|unresolved_dispute_confirmation
