"CTA ID","environment/build","route","UI location","persona","exact label","likely user expectation","actual destination/action","prerequisites","server write expected/observed","persistence contract","confirmation","notification requirements","operator owner/queue","return/status path","applicable scenario IDs","mobile result","desktop result","evidence","finding IDs"
"CTA-baseline-_care_portal-L74","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/portal","link; baseline-_care_portal.txt","See evidence fixture/scenario; not individually qualified","Book a Call","Label implies navigation; individual expectation review NOT RUN","/book","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/book","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_portal.txt",""
"CTA-baseline-_care_portal-L76","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/portal","link; baseline-_care_portal.txt","See evidence fixture/scenario; not individually qualified","Early Access","Label implies navigation; individual expectation review NOT RUN","/waitlist","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/waitlist","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_portal.txt",""
"CTA-baseline-_care_portal-L78","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/portal","link; baseline-_care_portal.txt","See evidence fixture/scenario; not individually qualified","Concepts","Label implies navigation; individual expectation review NOT RUN","/concepts","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/concepts","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_portal.txt",""
"CTA-baseline-_care_portal-L82","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/portal","link; baseline-_care_portal.txt","See evidence fixture/scenario; not individually qualified","Manifesto","Label implies navigation; individual expectation review NOT RUN","/manifesto","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/manifesto","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_portal.txt",""
"CTA-baseline-_care_portal-L84","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/portal","link; baseline-_care_portal.txt","See evidence fixture/scenario; not individually qualified","About","Label implies navigation; individual expectation review NOT RUN","/about","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/about","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_portal.txt",""
"CTA-baseline-_care_portal-L86","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/portal","link; baseline-_care_portal.txt","See evidence fixture/scenario; not individually qualified","Careers","Label implies navigation; individual expectation review NOT RUN","/careers","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/careers","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_portal.txt",""
"CTA-baseline-_care_portal-L88","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/portal","link; baseline-_care_portal.txt","See evidence fixture/scenario; not individually qualified","Press","Label implies navigation; individual expectation review NOT RUN","/press","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/press","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_portal.txt",""
"CTA-baseline-_care_portal-L90","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/portal","link; baseline-_care_portal.txt","See evidence fixture/scenario; not individually qualified","Contact","Label implies navigation; individual expectation review NOT RUN","/contact","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/contact","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_portal.txt",""
"CTA-baseline-_care_portal-L94","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/portal","link; baseline-_care_portal.txt","See evidence fixture/scenario; not individually qualified","Security","Label implies navigation; individual expectation review NOT RUN","/security","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/security","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_portal.txt",""
"CTA-baseline-_care_portal-L96","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/portal","link; baseline-_care_portal.txt","See evidence fixture/scenario; not individually qualified","Compliance","Label implies navigation; individual expectation review NOT RUN","/compliance","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/compliance","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_portal.txt",""
"CTA-baseline-_care_portal-L98","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/portal","link; baseline-_care_portal.txt","See evidence fixture/scenario; not individually qualified","Investors","Label implies navigation; individual expectation review NOT RUN","/investors","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/investors","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_portal.txt",""
"CTA-baseline-_care_portal-L100","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/portal","link; baseline-_care_portal.txt","See evidence fixture/scenario; not individually qualified","llms.txt","Label implies navigation; individual expectation review NOT RUN","/llms.txt","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/llms.txt","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_portal.txt",""
"CTA-baseline-_care_portal-L104","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/portal","link; baseline-_care_portal.txt","See evidence fixture/scenario; not individually qualified","Privacy","Label implies navigation; individual expectation review NOT RUN","/privacy","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/privacy","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_portal.txt",""
"CTA-baseline-_care_portal-L106","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/portal","link; baseline-_care_portal.txt","See evidence fixture/scenario; not individually qualified","Terms","Label implies navigation; individual expectation review NOT RUN","/terms","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/terms","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_portal.txt",""
"CTA-baseline-_care_portal-L108","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/portal","link; baseline-_care_portal.txt","See evidence fixture/scenario; not individually qualified","Disclosures","Label implies navigation; individual expectation review NOT RUN","/disclosures","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/disclosures","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_portal.txt",""
"CTA-baseline-_care_how-it-works-L3","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Skip to content","Label implies navigation; individual expectation review NOT RUN","""#site-main""","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","""#site-main""","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L6","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","xenios","Label implies navigation; individual expectation review NOT RUN","/","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L9","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Sign in","Label implies navigation; individual expectation review NOT RUN","/research/sign-in","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/research/sign-in","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L11","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Get access","Label implies navigation; individual expectation review NOT RUN","/research/access-hub#account-access","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/research/access-hub#account-access","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L13","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","button; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Open full site menu","Label implies interaction; individual expectation review NOT RUN","Control observed; action contract NOT RUN","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","NOT VERIFIED","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L21","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Care overview","Label implies navigation; individual expectation review NOT RUN","/care","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/care","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L23","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Start Care request","Label implies navigation; individual expectation review NOT RUN","/care/schedule","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/care/schedule","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L25","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Care account","Label implies navigation; individual expectation review NOT RUN","/care/portal","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/care/portal","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L27","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","How Care works","Label implies navigation; individual expectation review NOT RUN","/care/how-it-works","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/care/how-it-works","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L29","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Clinical review","Label implies navigation; individual expectation review NOT RUN","/care/provider-review","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/care/provider-review","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L31","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Support","Label implies navigation; individual expectation review NOT RUN","/care/support","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/care/support","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L58","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","team@xeniostechnology.com","Label implies navigation; individual expectation review NOT RUN","mailto:team@xeniostechnology.com","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","mailto:team@xeniostechnology.com","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L60","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Instagram, @officialxenios","Label implies navigation; individual expectation review NOT RUN","https://www.instagram.com/officialxenios/","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","https://www.instagram.com/officialxenios/","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L62","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","LinkedIn, /company/officialxenios","Label implies navigation; individual expectation review NOT RUN","https://www.linkedin.com/company/officialxenios","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","https://www.linkedin.com/company/officialxenios","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L66","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Product","Label implies navigation; individual expectation review NOT RUN","/product","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/product","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L68","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","How It Works","Label implies navigation; individual expectation review NOT RUN","/how-it-works","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/how-it-works","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L70","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","For Coaches","Label implies navigation; individual expectation review NOT RUN","/for-coaches","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/for-coaches","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L72","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","For Clients","Label implies navigation; individual expectation review NOT RUN","/for-clients","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/for-clients","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L74","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Storefront","Label implies navigation; individual expectation review NOT RUN","/storefront","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/storefront","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L76","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Network","Label implies navigation; individual expectation review NOT RUN","/network","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/network","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L78","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Ecosystem","Label implies navigation; individual expectation review NOT RUN","/ecosystem","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/ecosystem","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L80","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","For Practitioners","Label implies navigation; individual expectation review NOT RUN","/for-practitioners","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/for-practitioners","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L82","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Health","Label implies navigation; individual expectation review NOT RUN","/health","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/health","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L84","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Book a Call","Label implies navigation; individual expectation review NOT RUN","/book","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/book","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L86","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Early Access","Label implies navigation; individual expectation review NOT RUN","/waitlist","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/waitlist","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L88","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Concepts","Label implies navigation; individual expectation review NOT RUN","/concepts","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/concepts","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L92","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Manifesto","Label implies navigation; individual expectation review NOT RUN","/manifesto","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/manifesto","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L94","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","About","Label implies navigation; individual expectation review NOT RUN","/about","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/about","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L96","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Careers","Label implies navigation; individual expectation review NOT RUN","/careers","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/careers","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L98","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Press","Label implies navigation; individual expectation review NOT RUN","/press","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/press","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L100","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Contact","Label implies navigation; individual expectation review NOT RUN","/contact","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/contact","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
"CTA-baseline-_care_how-it-works-L104","LOCAL BASELINE 0574264562f33fe40572b1d9976f4700bef9c83e","/care/how-it-works","link; baseline-_care_how-it-works.txt","See evidence fixture/scenario; not individually qualified","Security","Label implies navigation; individual expectation review NOT RUN","/security","Not individually verified","NOT RUN unless scenario explicitly records submission","NOT VERIFIED","See scenario results; otherwise NOT RUN","NOT VERIFIED","NOT VERIFIED","/security","Map through evidence filename to SCENARIO_RESULTS.csv","NOT INDIVIDUALLY RUN","NOT INDIVIDUALLY RUN","evidence/baseline-_care_how-it-works.txt",""
