offer_id,exact_name,exact_format_variant,category,current_price_authority,public_price_allowed,availability,care,research_order,assisted_order,unavailable,account_required,clinician_review_required,current_cta,target_cta,fulfillment_authority,documentation_coa_status,source_of_truth,unresolved_issue
canonical:mov_017febfdb0edf96366f4,Epithalon,EPITHALON 20 mg,Research Peptides & Materials / Lyophilized Vial,current_master_retail candidate $159.38 (pending_approval); live Product Control member price not inspected by this lane,PENDING D-05 - candidate retail is pending_approval; until approved show 'Price confirmed in your quote',Assisted order (human-reviewed request; no direct purchase),NO,YES (via assisted request),YES,NO,No (passwordless request + reference); Sign In optional to see history,NO,Early Access / assisted request: 'Request an order' at /research/early-access/order-request (entry is confusing; see CUX-03),Request Order,Supplier NOT verified (vendor RFQ: zero responses); human release after payment verification,Not verified (no vendor COA/lot responses),docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0283),public copy draft; price pending_approval; supplier/COA/landed cost not verified
live_alias:4302123c-4f29-4259-ace4-15da51f48673,MOTS-C Research Material,"Single vial, 10 mg",Research Peptides & Materials / Lyophilized Vial,none in repo (no candidate),PENDING D-05 - candidate retail is pending_approval; until approved show 'Price confirmed in your quote',Assisted order (human-reviewed request; no direct purchase),NO,YES (via assisted request),YES,NO,No (passwordless request + reference); Sign In optional to see history,NO,Early Access / assisted request: 'Request an order' at /research/early-access/order-request (entry is confusing; see CUX-03),Request Order,Supplier NOT verified (vendor RFQ: zero responses); human release after payment verification,Not verified (no vendor COA/lot responses),docs/production-completion/catalog/catalog-reconciliation.json (R360-MOTSC-10MG-VIAL),public copy draft; legacy R360 identity conflict; supplier/COA/landed cost not verified
live_alias:5282a958-a390-4436-b8b0-bcf862ac744d,Glutathione Research Material,"Single vial, 500 mg",Research Peptides & Materials / Lyophilized Vial,none in repo (no candidate),PENDING D-05 - candidate retail is pending_approval; until approved show 'Price confirmed in your quote',Assisted order (human-reviewed request; no direct purchase),NO,YES (via assisted request),YES,NO,No (passwordless request + reference); Sign In optional to see history,NO,Early Access / assisted request: 'Request an order' at /research/early-access/order-request (entry is confusing; see CUX-03),Request Order,Supplier NOT verified (vendor RFQ: zero responses); human release after payment verification,Not verified (no vendor COA/lot responses),docs/production-completion/catalog/catalog-reconciliation.json (R360-GLUTATHIONE-500MG-VIAL),public copy draft; legacy R360 identity conflict; supplier/COA/landed cost not verified
live_alias:56c72416-dab6-4ec0-a417-267d3af53e9c,DSIP Research Material,"Single vial, 10 mg",Research Peptides & Materials / Lyophilized Vial,none in repo (no candidate),PENDING D-05 - candidate retail is pending_approval; until approved show 'Price confirmed in your quote',Assisted order (human-reviewed request; no direct purchase),NO,YES (via assisted request),YES,NO,No (passwordless request + reference); Sign In optional to see history,NO,Early Access / assisted request: 'Request an order' at /research/early-access/order-request (entry is confusing; see CUX-03),Request Order,Supplier NOT verified (vendor RFQ: zero responses); human release after payment verification,Not verified (no vendor COA/lot responses),docs/production-completion/catalog/catalog-reconciliation.json (R360-DSIP-10MG-VIAL),public copy draft; legacy R360 identity conflict; supplier/COA/landed cost not verified
live_alias:5fc05223-ab56-4a18-9857-936d36b26599,Tesamorelin Research Material,"Single vial, 10 mg",Research Peptides & Materials / Lyophilized Vial,none in repo (no candidate),PENDING D-05 - candidate retail is pending_approval; until approved show 'Price confirmed in your quote',Assisted order (human-reviewed request; no direct purchase),NO,YES (via assisted request),YES,NO,No (passwordless request + reference); Sign In optional to see history,NO,Early Access / assisted request: 'Request an order' at /research/early-access/order-request (entry is confusing; see CUX-03),Request Order,Supplier NOT verified (vendor RFQ: zero responses); human release after payment verification,Not verified (no vendor COA/lot responses),docs/production-completion/catalog/catalog-reconciliation.json (R360-TESAMORELIN-10MG-VIAL),public copy draft; legacy R360 identity conflict; supplier/COA/landed cost not verified
live_alias:6de7b7d4-71b7-4aad-ac9b-f2bfc9023fc7,Kisspeptin-10 Research Material,"Single vial, 10 mg",Research Peptides & Materials / Lyophilized Vial,none in repo (no candidate),PENDING D-05 - candidate retail is pending_approval; until approved show 'Price confirmed in your quote',Assisted order (human-reviewed request; no direct purchase),NO,YES (via assisted request),YES,NO,No (passwordless request + reference); Sign In optional to see history,NO,Early Access / assisted request: 'Request an order' at /research/early-access/order-request (entry is confusing; see CUX-03),Request Order,Supplier NOT verified (vendor RFQ: zero responses); human release after payment verification,Not verified (no vendor COA/lot responses),docs/production-completion/catalog/catalog-reconciliation.json (R360-KISSPEPTIN10-10MG-VIAL),public copy draft; legacy R360 identity conflict; supplier/COA/landed cost not verified
live_alias:7595cda4-c45c-4c6a-9c33-ff4e8da9488e,Cagrilintide,"Single vial, 10 mg",Research Peptides & Materials / Lyophilized Vial,none in repo (no candidate),PENDING D-05 - candidate retail is pending_approval; until approved show 'Price confirmed in your quote',Assisted order (human-reviewed request; no direct purchase),NO,YES (via assisted request),YES,NO,No (passwordless request + reference); Sign In optional to see history,NO,Early Access / assisted request: 'Request an order' at /research/early-access/order-request (entry is confusing; see CUX-03),Request Order,Supplier NOT verified (vendor RFQ: zero responses); human release after payment verification,Not verified (no vendor COA/lot responses),docs/production-completion/catalog/catalog-reconciliation.json (R360-CAGRILINTIDE-10MG-VIAL),public copy draft; legacy R360 identity conflict; supplier/COA/landed cost not verified
live_alias:7e134db7-29f2-4efc-acc3-3025cb0bac99,Ipamorelin Research Material,"Single vial, 10 mg",Research Peptides & Materials / Lyophilized Vial,none in repo (no candidate),PENDING D-05 - candidate retail is pending_approval; until approved show 'Price confirmed in your quote',Assisted order (human-reviewed request; no direct purchase),NO,YES (via assisted request),YES,NO,No (passwordless request + reference); Sign In optional to see history,NO,Early Access / assisted request: 'Request an order' at /research/early-access/order-request (entry is confusing; see CUX-03),Request Order,Supplier NOT verified (vendor RFQ: zero responses); human release after payment verification,Not verified (no vendor COA/lot responses),docs/production-completion/catalog/catalog-reconciliation.json (R360-IPAMORELIN-10MG-VIAL),public copy draft; legacy R360 identity conflict; supplier/COA/landed cost not verified
live_alias:8488aa25-92a4-4fa2-bf53-cd12cafce5a0,Thymosin Alpha-1 Research Material,"Single vial, 10 mg",Research Peptides & Materials / Lyophilized Vial,none in repo (no candidate),PENDING D-05 - candidate retail is pending_approval; until approved show 'Price confirmed in your quote',Assisted order (human-reviewed request; no direct purchase),NO,YES (via assisted request),YES,NO,No (passwordless request + reference); Sign In optional to see history,NO,Early Access / assisted request: 'Request an order' at /research/early-access/order-request (entry is confusing; see CUX-03),Request Order,Supplier NOT verified (vendor RFQ: zero responses); human release after payment verification,Not verified (no vendor COA/lot responses),docs/production-completion/catalog/catalog-reconciliation.json (R360-THYMOSINALPHA1-10MG-VIAL),public copy draft; legacy R360 identity conflict; supplier/COA/landed cost not verified
live_alias:8dbf690a-5f7e-4fa8-8694-ac2722dcad3a,NAD+ Research Material,"Single vial, 500 mg",Research Peptides & Materials / Lyophilized Vial,none in repo (no candidate),PENDING D-05 - candidate retail is pending_approval; until approved show 'Price confirmed in your quote',Assisted order (human-reviewed request; no direct purchase),NO,YES (via assisted request),YES,NO,No (passwordless request + reference); Sign In optional to see history,NO,Early Access / assisted request: 'Request an order' at /research/early-access/order-request (entry is confusing; see CUX-03),Request Order,Supplier NOT verified (vendor RFQ: zero responses); human release after payment verification,Not verified (no vendor COA/lot responses),docs/production-completion/catalog/catalog-reconciliation.json (R360-NAD-500MG-VIAL),public copy draft; legacy R360 identity conflict; supplier/COA/landed cost not verified
live_alias:9ed65dee-1f44-43ae-835c-39762777f2bf,NAD+ Research Material,"Single vial, 1000 mg",Research Peptides & Materials / Lyophilized Vial,none in repo (no candidate),PENDING D-05 - candidate retail is pending_approval; until approved show 'Price confirmed in your quote',Assisted order (human-reviewed request; no direct purchase),NO,YES (via assisted request),YES,NO,No (passwordless request + reference); Sign In optional to see history,NO,Early Access / assisted request: 'Request an order' at /research/early-access/order-request (entry is confusing; see CUX-03),Request Order,Supplier NOT verified (vendor RFQ: zero responses); human release after payment verification,Not verified (no vendor COA/lot responses),docs/production-completion/catalog/catalog-reconciliation.json (R360-NAD-1000MG-VIAL),public copy draft; legacy R360 identity conflict; supplier/COA/landed cost not verified
live_alias:a47e6ed6-21b5-457e-92fe-63088ff008ce,BPC-157 Research Material,"Single vial, 5 mg",Research Peptides & Materials / Lyophilized Vial,none in repo (no candidate),PENDING D-05 - candidate retail is pending_approval; until approved show 'Price confirmed in your quote',Assisted order (human-reviewed request; no direct purchase),NO,YES (via assisted request),YES,NO,No (passwordless request + reference); Sign In optional to see history,NO,Early Access / assisted request: 'Request an order' at /research/early-access/order-request (entry is confusing; see CUX-03),Request Order,Supplier NOT verified (vendor RFQ: zero responses); human release after payment verification,Not verified (no vendor COA/lot responses),docs/production-completion/catalog/catalog-reconciliation.json (R360-BPC157-5MG-VIAL),public copy draft; legacy R360 identity conflict; supplier/COA/landed cost not verified
live_alias:aff993e5-f889-4924-839b-0de24695355a,Selank Research Material,"Single vial, 10 mg",Research Peptides & Materials / Lyophilized Vial,none in repo (no candidate),PENDING D-05 - candidate retail is pending_approval; until approved show 'Price confirmed in your quote',Assisted order (human-reviewed request; no direct purchase),NO,YES (via assisted request),YES,NO,No (passwordless request + reference); Sign In optional to see history,NO,Early Access / assisted request: 'Request an order' at /research/early-access/order-request (entry is confusing; see CUX-03),Request Order,Supplier NOT verified (vendor RFQ: zero responses); human release after payment verification,Not verified (no vendor COA/lot responses),docs/production-completion/catalog/catalog-reconciliation.json (R360-SELANK-10MG-VIAL),public copy draft; legacy R360 identity conflict; supplier/COA/landed cost not verified
live_alias:b9cba238-f1e4-45f2-ae8b-4071f2d0f942,KPV Research Material,"Single vial, 10 mg",Research Peptides & Materials / Lyophilized Vial,none in repo (no candidate),PENDING D-05 - candidate retail is pending_approval; until approved show 'Price confirmed in your quote',Assisted order (human-reviewed request; no direct purchase),NO,YES (via assisted request),YES,NO,No (passwordless request + reference); Sign In optional to see history,NO,Early Access / assisted request: 'Request an order' at /research/early-access/order-request (entry is confusing; see CUX-03),Request Order,Supplier NOT verified (vendor RFQ: zero responses); human release after payment verification,Not verified (no vendor COA/lot responses),docs/production-completion/catalog/catalog-reconciliation.json (R360-KPV-10MG-VIAL),public copy draft; legacy R360 identity conflict; supplier/COA/landed cost not verified
live_alias:bb5b7ac5-3861-4074-90cf-bfba0da28a09,BPC-157 Research Material,"Single vial, 10 mg",Research Peptides & Materials / Lyophilized Vial,none in repo (no candidate),PENDING D-05 - candidate retail is pending_approval; until approved show 'Price confirmed in your quote',Assisted order (human-reviewed request; no direct purchase),NO,YES (via assisted request),YES,NO,No (passwordless request + reference); Sign In optional to see history,NO,Early Access / assisted request: 'Request an order' at /research/early-access/order-request (entry is confusing; see CUX-03),Request Order,Supplier NOT verified (vendor RFQ: zero responses); human release after payment verification,Not verified (no vendor COA/lot responses),docs/production-completion/catalog/catalog-reconciliation.json (R360-BPC157-10MG-VIAL),public copy draft; legacy R360 identity conflict; supplier/COA/landed cost not verified
live_alias:c024aed7-edda-4be8-a590-c2a26023ea18,Sermorelin Research Material,"Single vial, 5 mg",Research Peptides & Materials / Lyophilized Vial,none in repo (no candidate),PENDING D-05 - candidate retail is pending_approval; until approved show 'Price confirmed in your quote',Assisted order (human-reviewed request; no direct purchase),NO,YES (via assisted request),YES,NO,No (passwordless request + reference); Sign In optional to see history,NO,Early Access / assisted request: 'Request an order' at /research/early-access/order-request (entry is confusing; see CUX-03),Request Order,Supplier NOT verified (vendor RFQ: zero responses); human release after payment verification,Not verified (no vendor COA/lot responses),docs/production-completion/catalog/catalog-reconciliation.json (R360-SERMORELIN-5MG-VIAL),public copy draft; legacy R360 identity conflict; supplier/COA/landed cost not verified
live_alias:d049baa8-8b3b-405b-9d82-f84c84b0b95a,Semax Research Material,"Single vial, 10 mg",Research Peptides & Materials / Lyophilized Vial,none in repo (no candidate),PENDING D-05 - candidate retail is pending_approval; until approved show 'Price confirmed in your quote',Assisted order (human-reviewed request; no direct purchase),NO,YES (via assisted request),YES,NO,No (passwordless request + reference); Sign In optional to see history,NO,Early Access / assisted request: 'Request an order' at /research/early-access/order-request (entry is confusing; see CUX-03),Request Order,Supplier NOT verified (vendor RFQ: zero responses); human release after payment verification,Not verified (no vendor COA/lot responses),docs/production-completion/catalog/catalog-reconciliation.json (R360-SEMAX-10MG-VIAL),public copy draft; legacy R360 identity conflict; supplier/COA/landed cost not verified
canonical:mov_0130087ca998e9b5e5ca,Glutathione,GLUTATHIONE 200MG/ML (10ML),503A Clinical Formulations / Compounded Vial / Liquid,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0069),public copy draft; pharmacy/clinician provider not verified
canonical:mov_0146c6b245d5f09247a8,Progesterone,PROGESTERONE 250MG/ML CREAM,503A Clinical Formulations / Topical Cream,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0145),public copy draft; pharmacy/clinician provider not verified
canonical:mov_020fdc809db231eb75be,Dhea,DHEA 25MG CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0037),public copy draft; pharmacy/clinician provider not verified
canonical:mov_022a35a6bdaceb5366fd,Semaglutide + B12,SEMAGLUTIDE/B12 5.6MG-500MCG/ML (2ML) (11.2mg vial),503A Clinical Formulations / Compounded Vial / Liquid,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0164),public copy draft; pharmacy/clinician provider not verified
canonical:mov_028599999058c362cc84,Tadalafil,TADALAFIL 12MG CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0196),public copy draft; pharmacy/clinician provider not verified
canonical:mov_032788e5244937ceca28,Sildenafil SR,SILDENAFIL SR 36MG CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0178),public copy draft; pharmacy/clinician provider not verified
canonical:mov_03d3b84a967580d41b5e,SLU-PP-332 + Bam 15 Capsule,SLU-PP-332/BAM 15 CAPSULE 100MCG/15MG PER CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0156),public copy draft; pharmacy/clinician provider not verified
canonical:mov_0513bbc222e4f0c5a177,Larazotide,LARAZOTIDE 500MCG CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0083),public copy draft; pharmacy/clinician provider not verified
canonical:mov_0599d5a40aa70a61481b,Anastrozole Tablet,ANASTROZOLE TABLET 1MG,503A Clinical Formulations / Tablet,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0005),public copy draft; pharmacy/clinician provider not verified
canonical:mov_05e4dd8400058a9c51de,Testosterone,TESTOSTERONE 200MG/GM TOPICAL CREAM,503A Clinical Formulations / Topical Cream,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0215),public copy draft; pharmacy/clinician provider not verified
canonical:mov_06beec21c59fe7842f18,LIBIDO CREAM (SCREAM CREAM),LIBIDO CREAM (SCREAM CREAM) — Testosterone Cypionate 0.1% / Sildenafil Citrate 0.1% / Glycerin / Versabase Cream,503A Clinical Formulations / Topical Cream,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0080),public copy draft; pharmacy/clinician provider not verified
canonical:mov_0753f47d752e1c799a66,Sildenafil,SILDENAFIL 50MG TABLET,503A Clinical Formulations / Tablet,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0174),public copy draft; pharmacy/clinician provider not verified
canonical:mov_0770a6afb80c6564ad21,Biotin,BIOTIN 10MG/ML (10ML),503A Clinical Formulations / Compounded Vial / Liquid,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0029),public copy draft; pharmacy/clinician provider not verified
canonical:mov_083f7ccf9c4bd92d299f,Clomiphene,CLOMIPHENE 25MG CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0034),public copy draft; pharmacy/clinician provider not verified
canonical:mov_088296ed03af733becdc,MOTS-C,MOTS-C 2MG/ML (5ML),503A Clinical Formulations / Compounded Vial / Liquid,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0094),public copy draft; pharmacy/clinician provider not verified
canonical:mov_08f0c1f6459b4238952b,Sildenafil + Tadalafil,SILDENAFIL/TADALAFIL 50MG-10MG CAPSULE,503A Clinical Formulations / Capsule,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0176),public copy draft; pharmacy/clinician provider not verified
canonical:mov_0c2ae18a59f6b2a23237,Minoxidil,MINOXIDIL 5% / AZELAIC ACID 12.5% / FINASTERIDE 0.1% / KETOCONAZOLE 2% SOLUTION 60ML,503A Clinical Formulations / Solution,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0108),public copy draft; pharmacy/clinician provider not verified
canonical:mov_0d6ca1ef7c59b4abaede,Ascorbic Acid,ASCORBIC ACID 500MG/ML INJ. (30ML),503A Clinical Formulations / Injectable Solution,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0011),public copy draft; pharmacy/clinician provider not verified
canonical:mov_0e4d058496289e517594,Estradiol,ESTRADIOL 1MG TABLET,503A Clinical Formulations / Tablet,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0055),public copy draft; pharmacy/clinician provider not verified
canonical:mov_0eabaf76ceae3e87a64f,Testosterone Ent,TESTOSTERONE ENT 200MG/ML GRAPE SEED OIL (5ML),503A Clinical Formulations / Compounded Vial / Liquid,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0224),public copy draft; pharmacy/clinician provider not verified
canonical:mov_1119581881eb8a50c333,Kyzatrex (Oral Testosterone),KYZATREX (ORAL TESTOSTERONE) 200MG,503A Clinical Formulations / Listed Unit,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0079),public copy draft; pharmacy/clinician provider not verified
canonical:mov_11a2d542bd5c9d262d33,Bi-Est (80 + 20),BI-EST (80/20) 2MG/ML CREAM,503A Clinical Formulations / Topical Cream,none in repo (no candidate),NO - clinician/pharmacy determines; show 'Price confirmed after clinical review' (D-05),Care pathway only (clinician decision after secure handoff),YES,NO,NO,NO,No account to request Care; secure clinical account only after human review,YES,Public: none (catalog not public). Member catalog: 'Explore Care' -> /research/member/metabolic-care (member-only page),Start Care,Licensed pharmacy via secure clinical system - provider readiness NOT verified (PROVIDER_READINESS.md),N/A to site (pharmacy-dispensed); pharmacy identity not verified,docs/production-completion/catalog/catalog-reconciliation.json (GEN-GRP-0025),public copy draft; pharmacy/clinician provider not verified
